"","STArea","STSite","Gender"
"700165654","Oral","Subgingival_plaque","Male"
"700165665","Gut","Stool","Male"
"700165670","Oral","Buccal_mucosa","Male"
"700165674","Oral","Supragingival_plaque","Male"
"700165680","Skin","Anterior_nares","Male"
"700165696","Oral","Palatine_Tonsils","Male"
"700165699","Oral","Supragingival_plaque","Male"
"700165766","Oral","Buccal_mucosa","Male"
"700165778","Gut","Stool","Male"
"700165784","Oral","Tongue_dorsum","Male"
"700165787","Oral","Buccal_mucosa","Male"
"700165809","Gut","Stool","Male"
"700165814","Oral","Buccal_mucosa","Male"
"700165818","Oral","Supragingival_plaque","Male"
"700165832","Oral","Tongue_dorsum","Male"
"700165861","Oral","Buccal_mucosa","Female"
"700165875","Gut","Stool","Female"
"700165881","Oral","Tongue_dorsum","Female"
"700165893","Oral","Supragingival_plaque","Female"
"700165911","Vaginal","Posterior_fornix","Female"
"700165916","Oral","Tongue_dorsum","Female"
"700165918","Oral","Buccal_mucosa","Female"
"700165921","Oral","Throat","Female"
"700165941","Oral","Buccal_mucosa","Female"
"700165946","Oral","Palatine_Tonsils","Female"
"700165966","Vaginal","Mid_vagina","Female"
"700165973","Oral","Tongue_dorsum","Male"
"700165975","Oral","Buccal_mucosa","Male"
"700165979","Oral","Supragingival_plaque","Male"
"700165985","Skin","Anterior_nares","Male"
"700165986","Gut","Stool","Male"
"700166025","Gut","Stool","Female"
"700166031","Oral","Tongue_dorsum","Female"
"700166033","Oral","Buccal_mucosa","Female"
"700166037","Oral","Supragingival_plaque","Female"
"700166046","Vaginal","Posterior_fornix","Female"
"700166586","Gut","Stool","Male"
"700166775","Gut","Stool","Female"
"700166781","Oral","Tongue_dorsum","Female"
"700166783","Oral","Buccal_mucosa","Female"
"700166787","Oral","Supragingival_plaque","Female"
"700166793","Skin","Anterior_nares","Female"
"700166796","Vaginal","Posterior_fornix","Female"
"700171033","Skin","Anterior_nares","Male"
"700171040","Oral","Tongue_dorsum","Male"
"700171048","Oral","Palatine_Tonsils","Male"
"700171052","Oral","Supragingival_plaque","Male"
"700171063","Skin","Anterior_nares","Male"
"700171066","Gut","Stool","Male"
"700171069","Oral","Tongue_dorsum","Male"
"700171071","Oral","Buccal_mucosa","Male"
"700171075","Oral","Supragingival_plaque","Male"
"700171081","Skin","Anterior_nares","Male"
"700171087","Oral","Tongue_dorsum","Male"
"700171099","Oral","Supragingival_plaque","Male"
"700171114","Gut","Stool","Male"
"700171115","Gut","Stool","Female"
"700171120","Skin","Anterior_nares","Female"
"700171126","Oral","Tongue_dorsum","Female"
"700171128","Oral","Buccal_mucosa","Female"
"700171132","Oral","Supragingival_plaque","Female"
"700171134","Gut","Stool","Female"
"700171149","Vaginal","Mid_vagina","Female"
"700171151","Vaginal","Posterior_fornix","Female"
"700171156","Oral","Tongue_dorsum","Female"
"700171168","Oral","Supragingival_plaque","Female"
"700171176","Oral","Buccal_mucosa","Female"
"700171180","Oral","Supragingival_plaque","Female"
"700171190","Gut","Stool","Female"
"700171196","Oral","Tongue_dorsum","Female"
"700171226","Vaginal","Posterior_fornix","Female"
"700171281","Oral","Buccal_mucosa","Male"
"700171291","Skin","Anterior_nares","Male"
"700171298","Oral","Tongue_dorsum","Male"
"700171301","Oral","Buccal_mucosa","Male"
"700171324","Gut","Stool","Male"
"700171341","Gut","Stool","Male"
"700171347","Oral","Tongue_dorsum","Male"
"700171351","Oral","Buccal_mucosa","Male"
"700171359","Oral","Supragingival_plaque","Male"
"700171378","Oral","Buccal_mucosa","Male"
"700171390","Gut","Stool","Male"
"700171396","Oral","Tongue_dorsum","Male"
"700171408","Oral","Supragingival_plaque","Male"
"700171422","Oral","Tongue_dorsum","Female"
"700171424","Oral","Buccal_mucosa","Female"
"700171428","Oral","Saliva","Female"
"700171430","Oral","Supragingival_plaque","Female"
"700171436","Skin","Anterior_nares","Female"
"700171441","Gut","Stool","Female"
"700171442","Oral","Tongue_dorsum","Female"
"700171446","Oral","Buccal_mucosa","Female"
"700171451","Oral","Palatine_Tonsils","Female"
"700171453","Oral","Throat","Female"
"700171470","Skin","Anterior_nares","Female"
"700171477","Vaginal","Posterior_fornix","Female"
"700171480","Oral","Tongue_dorsum","Male"
"700171482","Oral","Buccal_mucosa","Male"
"700171486","Oral","Supragingival_plaque","Male"
"700171528","Oral","Tongue_dorsum","Male"
"700171530","Oral","Buccal_mucosa","Male"
"700171540","Skin","Anterior_nares","Male"
"700171546","Oral","Tongue_dorsum","Male"
"700171570","Skin","Anterior_nares","Male"
"700171573","Gut","Stool","Male"
"700171574","Gut","Stool","Female"
"700171583","Oral","Supragingival_plaque","Female"
"700171589","Skin","Anterior_nares","Female"
"700171592","Vaginal","Posterior_fornix","Female"
"700171636","Oral","Buccal_mucosa","Male"
"700171640","Oral","Supragingival_plaque","Male"
"700171648","Gut","Stool","Male"
"700171657","Oral","Buccal_mucosa","Male"
"700171679","Gut","Stool","Male"
"700171682","Oral","Tongue_dorsum","Male"
"700171688","Oral","Supragingival_plaque","Male"
"700171694","Skin","Anterior_nares","Male"
"700171727","Gut","Stool","Female"
"700171735","Vaginal","Posterior_fornix","Female"
"700171738","Oral","Tongue_dorsum","Female"
"700171740","Oral","Buccal_mucosa","Female"
"700171744","Oral","Supragingival_plaque","Female"
"700171747","Gut","Stool","Female"
"700171768","Oral","Tongue_dorsum","Female"
"700171843","Oral","Tongue_dorsum","Female"
"700171849","Oral","Supragingival_plaque","Female"
"700171858","Vaginal","Posterior_fornix","Female"
"700171859","Gut","Stool","Female"
"700171916","Gut","Stool","Female"
"700171954","Gut","Stool","Female"
"700171955","Gut","Stool","Female"
"700171963","Vaginal","Posterior_fornix","Female"
"700171966","Oral","Tongue_dorsum","Female"
"700171972","Oral","Supragingival_plaque","Female"
"700172014","Oral","Tongue_dorsum","Female"
"700172016","Oral","Buccal_mucosa","Female"
"700172020","Oral","Supragingival_plaque","Female"
"700172026","Skin","Anterior_nares","Female"
"700172029","Vaginal","Posterior_fornix","Female"
"700172047","Oral","Supragingival_plaque","Female"
"700172068","Gut","Stool","Female"
"700172173","Oral","Supragingival_plaque","Female"
"700172182","Vaginal","Posterior_fornix","Female"
"700172189","Oral","Tongue_dorsum","Female"
"700172221","Gut","Stool","Female"
"700172235","Oral","Buccal_mucosa","Female"
"700172239","Oral","Supragingival_plaque","Female"
"700172252","Skin","Anterior_nares","Female"
"700172279","Gut","Stool","Female"
"700172282","Oral","Tongue_dorsum","Female"
"700172393","Gut","Stool","Male"
"700172398","Oral","Buccal_mucosa","Male"
"700172447","Vaginal","Vaginal_introitus","Female"
"700172448","Vaginal","Mid_vagina","Female"
"700172449","Vaginal","Posterior_fornix","Female"
"700172452","Oral","Tongue_dorsum","Female"
"700172454","Oral","Buccal_mucosa","Female"
"700172459","Oral","Subgingival_plaque","Female"
"700172461","Gut","Stool","Female"
"700172482","Oral","Tongue_dorsum","Female"
"700172495","Oral","Supragingival_plaque","Female"
"700172498","Gut","Stool","Female"
"700172504","Oral","Keratinized_gingiva","Female"
"700172507","Oral","Supragingival_plaque","Female"
"700172516","Vaginal","Posterior_fornix","Female"
"700172517","Gut","Stool","Female"
"700172555","Gut","Stool","Male"
"700172560","Oral","Buccal_mucosa","Male"
"700172564","Oral","Supragingival_plaque","Male"
"700172586","Oral","Palatine_Tonsils","Male"
"700172589","Oral","Supragingival_plaque","Male"
"700172592","Oral","Subgingival_plaque","Male"
"700172605","Oral","Tongue_dorsum","Female"
"700172620","Vaginal","Posterior_fornix","Female"
"700172621","Gut","Stool","Female"
"700172663","Oral","Tongue_dorsum","Male"
"700172665","Oral","Buccal_mucosa","Male"
"700172669","Oral","Supragingival_plaque","Male"
"700172675","Skin","Anterior_nares","Male"
"700172710","Oral","Tongue_dorsum","Female"
"700172716","Oral","Supragingival_plaque","Female"
"700172722","Skin","Anterior_nares","Female"
"700172725","Vaginal","Posterior_fornix","Female"
"700172726","Gut","Stool","Female"
"700172731","Oral","Tongue_dorsum","Female"
"700172755","Skin","Anterior_nares","Female"
"700172761","Vaginal","Posterior_fornix","Female"
"700172763","Gut","Stool","Female"
"700172774","Oral","Supragingival_plaque","Male"
"700172813","Gut","Stool","Female"
"700172816","Oral","Tongue_dorsum","Female"
"700172818","Oral","Buccal_mucosa","Female"
"700172822","Oral","Supragingival_plaque","Female"
"700172831","Vaginal","Posterior_fornix","Female"
"700172978","Oral","Tongue_dorsum","Male"
"700173023","Gut","Stool","Male"
"700173026","Oral","Tongue_dorsum","Male"
"700173028","Oral","Buccal_mucosa","Male"
"700173032","Oral","Supragingival_plaque","Male"
"700173038","Skin","Anterior_nares","Male"
"700173073","Oral","Tongue_dorsum","Male"
"700173075","Oral","Buccal_mucosa","Male"
"700173079","Oral","Supragingival_plaque","Male"
"700173085","Skin","Anterior_nares","Male"
"700173086","Gut","Stool","Male"
"700173119","Gut","Stool","Female"
"700173122","Oral","Tongue_dorsum","Female"
"700173124","Oral","Buccal_mucosa","Female"
"700173128","Oral","Supragingival_plaque","Female"
"700173134","Skin","Anterior_nares","Female"
"700173137","Vaginal","Posterior_fornix","Female"
"700173176","Gut","Stool","Male"
"700173179","Oral","Tongue_dorsum","Male"
"700173181","Oral","Buccal_mucosa","Male"
"700173272","Gut","Stool","Male"
"700173275","Oral","Tongue_dorsum","Male"
"700173277","Oral","Buccal_mucosa","Male"
"700173281","Oral","Supragingival_plaque","Male"
"700173377","Gut","Stool","Female"
"700173380","Oral","Tongue_dorsum","Female"
"700173386","Oral","Supragingival_plaque","Female"
"700173392","Skin","Anterior_nares","Female"
"700173395","Vaginal","Posterior_fornix","Female"
"700173439","Oral","Buccal_mucosa","Male"
"700173483","Gut","Stool","Male"
"700173486","Oral","Tongue_dorsum","Male"
"700173488","Oral","Buccal_mucosa","Male"
"700173492","Oral","Supragingival_plaque","Male"
"700173498","Skin","Anterior_nares","Male"
"700173533","Oral","Tongue_dorsum","Male"
"700173539","Oral","Supragingival_plaque","Male"
"700173546","Gut","Stool","Male"
"700173582","Oral","Tongue_dorsum","Male"
"700173584","Oral","Buccal_mucosa","Male"
"700173588","Oral","Supragingival_plaque","Male"
"700173627","Gut","Stool","Female"
"700173630","Oral","Tongue_dorsum","Female"
"700173632","Oral","Buccal_mucosa","Female"
"700173636","Oral","Supragingival_plaque","Female"
"700173645","Vaginal","Posterior_fornix","Female"
"700173788","Oral","Tongue_dorsum","Male"
"700173790","Oral","Buccal_mucosa","Male"
"700173794","Oral","Supragingival_plaque","Male"
"700173881","Oral","Tongue_dorsum","Female"
"700173883","Oral","Buccal_mucosa","Female"
"700173887","Oral","Supragingival_plaque","Female"
"700173896","Vaginal","Posterior_fornix","Female"
"700173949","Oral","Supragingival_plaque","Female"
"700173967","Vaginal","Posterior_fornix","Female"
"700173973","Oral","Tongue_dorsum","Female"
"700173992","Oral","Tongue_dorsum","Female"
"700173998","Oral","Supragingival_plaque","Female"
"700175022","Oral","Tongue_dorsum","Male"
"700175024","Oral","Buccal_mucosa","Male"
"700175072","Oral","Buccal_mucosa","Female"
"700175085","Vaginal","Posterior_fornix","Female"
"700175086","Gut","Stool","Female"
"700175180","Vaginal","Posterior_fornix","Female"
"700175181","Gut","Stool","Female"
"700175184","Oral","Tongue_dorsum","Female"
"700175234","Skin","Anterior_nares","Male"
"700175240","Oral","Buccal_mucosa","Male"
"700175263","Oral","Tongue_dorsum","Male"
"700175275","Oral","Supragingival_plaque","Male"
"700175331","Gut","Stool","Male"
"700175334","Oral","Tongue_dorsum","Male"
"700175336","Oral","Buccal_mucosa","Male"
"700122786","Vaginal","Posterior_fornix","Female"
"700124579","Skin","Anterior_nares","Female"
"700172084","Skin","Anterior_nares","Male"
"700165717","Oral","Buccal_mucosa","Male"
"700165223","Vaginal","Posterior_fornix","Female"
"700161326","Vaginal","Posterior_fornix","Female"
"700167765","Oral","Tongue_dorsum","Female"
"700097907","Gut","Stool","Female"
"700167846","Vaginal","Posterior_fornix","Female"
"700173686","Gut","Stool","Female"
"700122166","Gut","Stool","Female"
"700122765","Gut","Stool","Female"
"700124561","Gut","Stool","Female"
"700124567","Oral","Tongue_dorsum","Female"
"700124569","Oral","Buccal_mucosa","Female"
"700122771","Oral","Tongue_dorsum","Female"
"700167825","Gut","Stool","Female"
"700167831","Oral","Tongue_dorsum","Female"
"700124573","Oral","Supragingival_plaque","Female"
"700124429","Gut","Stool","Female"
"700121919","Gut","Stool","Female"
"700167837","Oral","Supragingival_plaque","Female"
"700167833","Oral","Buccal_mucosa","Female"
"700124582","Vaginal","Posterior_fornix","Female"
"700167843","Skin","Anterior_nares","Female"
"700021123","Gut","Stool","Male"
"700164891","Gut","Stool","Female"
"700164902","Oral","Tongue_dorsum","Female"
"700117436","Oral","Buccal_mucosa","Male"
"700117239","Gut","Stool","Female"
"700117242","Oral","Buccal_mucosa","Female"
"700164908","Oral","Supragingival_plaque","Female"
"700117537","Gut","Stool","Male"
"700117295","Oral","Tongue_dorsum","Male"
"700164899","Vaginal","Posterior_fornix","Female"
"700165311","Gut","Stool","Male"
"700161970","Oral","Tongue_dorsum","Male"
"700165316","Oral","Buccal_mucosa","Male"
"700172119","Oral","Tongue_dorsum","Male"
"700117542","Skin","Anterior_nares","Male"
"700117547","Oral","Buccal_mucosa","Male"
"700172074","Oral","Buccal_mucosa","Male"
"700172121","Oral","Buccal_mucosa","Male"
"700161967","Gut","Stool","Male"
"700117551","Oral","Supragingival_plaque","Male"
"700173746","Oral","Supragingival_plaque","Male"
"700172125","Oral","Supragingival_plaque","Male"
"700117488","Oral","Supragingival_plaque","Female"
"700117388","Oral","Buccal_mucosa","Male"
"700161743","Gut","Stool","Female"
"700173742","Oral","Buccal_mucosa","Male"
"700161751","Vaginal","Posterior_fornix","Female"
"700172132","Gut","Stool","Male"
"700161754","Oral","Tongue_dorsum","Female"
"700173740","Oral","Tongue_dorsum","Male"
"700117386","Oral","Tongue_dorsum","Male"
"700117395","Gut","Stool","Male"
"700173752","Skin","Anterior_nares","Male"
"700163982","Gut","Stool","Male"
"700117399","Skin","Anterior_nares","Male"
"700117484","Oral","Buccal_mucosa","Female"
"700163991","Oral","Supragingival_plaque","Male"
"700161760","Oral","Supragingival_plaque","Female"
"700172927","Gut","Stool","Male"
"700163987","Oral","Buccal_mucosa","Male"
"700117869","Oral","Supragingival_plaque","Female"
"700163997","Skin","Anterior_nares","Male"
"700117878","Vaginal","Posterior_fornix","Female"
"700172930","Oral","Tongue_dorsum","Male"
"700163985","Oral","Tongue_dorsum","Male"
"700161423","Oral","Buccal_mucosa","Female"
"700161421","Oral","Tongue_dorsum","Female"
"700163313","Oral","Supragingival_plaque","Female"
"700172942","Skin","Anterior_nares","Male"
"700161533","Gut","Stool","Male"
"700172936","Oral","Supragingival_plaque","Male"
"700165727","Skin","Anterior_nares","Male"
"700172932","Oral","Buccal_mucosa","Male"
"700165055","Oral","Tongue_dorsum","Male"
"700161427","Oral","Supragingival_plaque","Female"
"700173333","Oral","Buccal_mucosa","Female"
"700165721","Oral","Supragingival_plaque","Male"
"700165057","Oral","Buccal_mucosa","Male"
"700165210","Oral","Buccal_mucosa","Female"
"700165061","Oral","Supragingival_plaque","Male"
"700165214","Oral","Supragingival_plaque","Female"
"700173325","Skin","Anterior_nares","Female"
"700173320","Gut","Stool","Female"
"700165224","Gut","Stool","Female"
"700163129","Skin","Anterior_nares","Female"
"700163132","Vaginal","Posterior_fornix","Female"
"700165715","Oral","Tongue_dorsum","Male"
"700173692","Oral","Supragingival_plaque","Female"
"700165208","Oral","Tongue_dorsum","Female"
"700163139","Oral","Buccal_mucosa","Female"
"700173331","Oral","Tongue_dorsum","Female"
"700165220","Skin","Anterior_nares","Female"
"700163135","Oral","Tongue_dorsum","Female"
"700163403","Oral","Tongue_dorsum","Female"
"700163405","Oral","Buccal_mucosa","Female"
"700163141","Oral","Supragingival_plaque","Female"
"700163415","Skin","Anterior_nares","Female"
"700172354","Vaginal","Posterior_fornix","Female"
"700172346","Gut","Stool","Female"
"700172342","Oral","Tongue_dorsum","Female"
"700172339","Oral","Buccal_mucosa","Female"
"700173337","Oral","Supragingival_plaque","Female"
"700119929","Oral","Buccal_mucosa","Female"
"700161329","Oral","Tongue_dorsum","Female"
"700163418","Vaginal","Posterior_fornix","Female"
"700173687","Oral","Tongue_dorsum","Female"
"700097973","Gut","Stool","Female"
"700122224","Skin","Anterior_nares","Female"
"700122204","Oral","Buccal_mucosa","Female"
"700167759","Gut","Stool","Female"
"700109265","Oral","Tongue_dorsum","Female"
"700161341","Skin","Anterior_nares","Female"
"700163419","Gut","Stool","Female"
"700122212","Oral","Supragingival_plaque","Female"
"700122878","Skin","Anterior_nares","Male"
"700166874","Oral","Supragingival_plaque","Male"
"700122200","Oral","Tongue_dorsum","Female"
"700161342","Gut","Stool","Female"
"700166868","Oral","Tongue_dorsum","Male"
"700166862","Gut","Stool","Male"
"700166870","Oral","Buccal_mucosa","Male"
"700123135","Gut","Stool","Male"
"700097482","Gut","Stool","Female"
"700166880","Skin","Anterior_nares","Male"
"700161335","Oral","Supragingival_plaque","Female"
"700098267","Gut","Stool","Female"
"700097291","Gut","Stool","Female"
"700032257","Oral","Tongue_dorsum","Female"
"700016920","Skin","Anterior_nares","Male"
"700016601","Skin","Anterior_nares","Female"
